temp,humidity,pressure,slot,target
26.4,67.6,1011.5,1,27
27.4,67,1013.4,1,10
27.4,71.2,1014.1,1,39
26.3,76.4,1015.4,1,44
27.3,70.4,1014.1,1,10
25.7,79.7,1011.5,1,36
28.7,80.6,1010.4,1,48
29.1,71,1011.7,1,25
29.1,63.5,1011.4,1,27
29.5,67.4,1009.9,1,33
29.3,60.1,1010.2,1,29
29.7,68.2,1010.9,1,47
29.8,61.3,1011.5,1,36
30.3,62,1010.6,1,40
29.4,54.6,1009,1,53
32,66.3,1009.6,1,7
31,60.8,1009.7,1,34
31,60,1008.7,1,2
31.2,60,1008.1,1,36
30.5,75.6,1008,1,35
32,65.4,1008.7,1,27
31.7,60.6,1008.2,1,38
31.6,59.3,1008.9,1,49
31.5,59.8,1007.5,1,8
31.2,62.3,1007.5,1,41
29.4,82.2,1006.3,1,5
30.3,75.4,1007.4,1,31
30.2,77.8,1009.2,1,11
29.9,85.1,1008,1,6
29.6,85.6,1007.8,1,13
31.1,73.4,1008.4,1,22
29.6,85.2,1008.6,1,39
28.6,82.6,1008.7,1,50
30.2,73.2,1007.6,1,16
30.7,72.5,1006.9,1,45
29.4,79.6,1007,1,51
28.4,88.8,1006.9,1,11
30.2,74.6,1007.8,1,36
27.6,90.7,1008.4,1,54
25.5,100,1003.4,1,11
27.4,89.9,1006,1,44
30.2,81.1,1007,1,6
30.3,78.7,1008.1,1,39
28.5,81.9,1008.1,1,9
28.3,81.7,1006,1,10
28.5,86.1,1005.6,1,20
27.7,95.1,1000.8,1,21
28.8,87.6,1006.1,1,2
27,80,1003.8,1,55
27,98.1,1005,1,50
28,91.4,1002.6,1,5
28.7,95.4,1004.4,1,7
27.7,95.2,1000.9,1,24
27.6,96.4,1005.8,1,38
27.8,94.9,1007.2,1,20
29.1,87.8,1006.3,1,48
27.3,96.2,1006.6,1,13
28.2,91,1007.4,1,29
30.1,77.9,1005.8,1,11
28.5,89,1003.8,1,23
28.8,88.7,1005.8,1,13
28.1,90.8,1006.6,1,32
28.5,92.4,1003.1,1,56
27.4,93.7,1006.8,1,51
28.8,87.5,1006.5,1,29
28.4,84.2,1006.9,1,56
28.6,89.7,1007,1,37
27.8,89.4,1005,1,49
27.3,95.3,1000.9,1,4
28.8,90.6,1006.3,1,51
30.3,76.7,1007.4,1,26
30,69.2,1008.7,1,46
29.6,69.7,1009.4,1,1
25.7,96,1007.3,1,58
28.1,84.1,1009.5,1,54
27.2,80.9,1010.6,1,8
28.2,72.2,1010.2,1,15
29,79.7,1006.9,1,43
28.9,79.8,1008.5,1,58
25.7,94.1,1006.3,1,46
28.7,88.2,1006.7,1,4
26.9,84.6,1011.6,1,17
28.5,74.3,1009.6,1,30
28.4,78.8,1005.5,1,55
27.9,83,1006.5,1,44
26.1,93,1010.7,1,19
26,91.7,1011.9,1,8
28.3,64.9,1008.3,1,40
28.8,71.8,1011.1,1,38
27.5,66.2,1008.6,1,21
26.1,76.5,1007.5,1,40
27.5,79.4,1007.2,1,45
26.9,82.5,1009.1,1,22
26.3,71.4,970.1,1,40
26.6,76.4,1013.7,1,39
25.5,74.4,1012.2,1,5
26.4,74.7,1010,1,23
26.2,81.3,1010.3,1,17
26.5,71.5,1006.4,1,47
26.2,68.2,1010.1,1,12
25.5,63.3,1015.6,1,32
24.3,60,1018.4,1,3
25.9,73,1013.6,1,41
24.6,86.1,1011.9,1,9
27.8,76.1,1012.1,1,35
28.3,69.5,1012,1,49
28,75,1010.3,1,11
27.7,72.6,1010.6,1,11
26.9,77.9,1008.6,1,17
27.6,69.9,1008.5,1,21
27.3,67.9,1008.5,1,28
27.8,62.6,1009.5,1,34
28.2,66.8,1008.8,1,16
29.4,73,1009.1,1,6
27.9,65.3,1011.4,1,19
27.4,64.5,1012.2,1,51
27.5,69.5,1009.4,1,24
30.3,68.4,1010.5,1,30
30,61.8,1011.5,1,39
28.3,64.8,1013,1,10
29.2,63.9,1010.7,1,1
28.3,66.6,1011.1,1,22
27.1,63.3,1012.6,1,23
29.3,61.9,1009.7,1,36
30.6,68.7,1008.7,1,57
30.3,68.6,1007.5,1,51
29.8,80,1008,1,3
30.7,76.3,1008.1,1,24
30,76.4,1008.4,1,47
30.7,67,1008.9,1,3
30.3,70.3,1007.4,1,14
30.2,77.8,1008.8,1,33
31.4,66.6,1009.1,1,22
31.2,62.3,1009.9,1,26
30,60,1009.6,1,31
31.2,59,1008.7,1,18
31.4,63.6,1008.3,1,2
31,63.3,1007.2,1,56
30.7,71,1005.8,1,8
30.2,83.3,1006.3,1,30
29.9,83.8,1004.4,1,5
29.2,89.8,1006.3,1,22
28.5,95,1006.3,1,58
29.3,87.4,1006.2,1,36
30,80.8,1007.9,1,3
30.4,84.9,1006.8,1,47
30.2,80.5,1006.5,1,29
30.8,79,1008,1,9
28.4,87.6,1006.8,1,16
27.8,95.3,1008.1,1,23
31.2,72.5,1008.8,1,8
29.8,75.8,1007.7,1,31
30.6,73.8,1006.4,1,39
29.5,86.5,1006.3,1,22
28.5,90,1007.9,1,36
29.7,79.4,1007,1,51
28.8,89.1,1008,1,46
28.8,85.8,1007,1,3
28.6,86,1006.6,1,58
28.1,88,1008,1,51
30.3,74.8,1008.6,1,15
29,80.8,1008.5,1,45
28.5,86.9,1008.3,1,52
27.9,90,1006.8,1,14
28,89.5,1007,1,54
29,81.9,1008.6,1,45
27.8,90.7,1008.1,1,7
27.7,90.8,1006.8,1,52
28.1,86.3,1004.3,1,4
27.6,96.8,1004,1,44
29,92.3,1003.5,1,20
29,88.8,1006,1,53
28.2,88.2,1004.5,1,36
28.9,91.4,1007.3,1,54
29.1,90.7,1008,1,7
30.2,76.7,1007.6,1,16
29.9,75.8,1007.9,1,3
30.1,77.7,1006.9,1,7
28.2,77.8,1007.3,1,48
28.1,88.5,1005,1,21
27.3,94.7,1002.5,1,50
26.6,95.5,1004.4,1,35
28.5,84.8,1008.2,1,40
28,91.2,1003.6,1,19
28.5,89.3,1005.3,1,32
29.6,88.8,1007.7,1,30
27.1,94.6,1007.3,1,3
31.2,69.1,1007.7,1,31
28.7,75.7,1006.1,1,34
26,98.8,1001.3,1,52
29.3,87.7,1007.7,1,2
29.4,85.4,968.5,1,10
28.9,89.6,1006.6,1,57
28.7,93,1006.4,1,23
30,79.3,1008.3,1,17
27.5,96,1007.1,1,1
28.6,92.7,1008.4,1,54
27.8,94.6,1007.8,1,40
28,85.8,1008.6,1,36
28.8,85.7,1007.5,1,42
27.2,98.8,1004.1,1,7
27.2,93.8,1004.9,1,56
27.6,98,997.4,1,54
27.8,95.5,1003.9,1,14
28.5,88.4,1004.3,1,7
28.3,88.5,1003.1,1,26
29.2,87.4,1005,1,11
27.3,70.8,1009.4,1,8
28.4,86,1006.5,1,23
28.2,87.5,1008.9,1,4
26.3,98,1007.8,1,19
28.6,85.1,1006.2,1,46
27,97.4,1007.2,1,55
29.5,76.8,1008.1,1,57
27.3,95.2,1006.4,1,35
28.5,83.6,1007.2,1,12
29.2,85.9,1008.2,1,11
28.1,88.1,1007.1,1,17
29.2,83.9,1008.3,1,14
28.8,82.6,1008.7,1,22
27.5,92.4,1009.2,1,45
27.6,76.8,1009.7,1,10
29.5,72.8,1008.3,1,12
28.9,84.3,1007.5,1,3
29.4,81.5,1007.9,1,15
27.5,90.7,1007.5,1,39
26.4,98.4,1007.8,1,13
27.2,96.2,1008.1,1,45
26.5,94.2,1008.2,1,26
26.5,62.8,1009,1,51
26.4,65.3,1007,1,22
25.8,97.8,1008.6,1,13
27.1,78.5,1009,1,51
28.5,83,1007.5,1,57
27.4,89,1009.3,1,22
26.6,78.5,1011.4,1,15
26.2,74.4,1009.8,1,43
26.8,67.2,1008.2,1,33
28.1,81.3,1008.8,1,21
27.6,81.6,1010.1,1,56
28.7,78.9,1010.6,1,39
26.5,60,1011.1,1,24
26.1,68.2,1010.8,1,15
26.6,79.1,1007.4,1,1
27.1,77.9,1009.6,1,50
26.3,79.2,1007.9,1,12
27.4,82.2,1006.8,1,19
28,80,1006.4,1,7
26.3,84.9,1008.2,1,9
27.1,78.4,1008.9,1,7
27.4,76.3,1010.6,1,56
26.5,74.3,1010.5,1,48
25.8,71,1010.2,1,57
26.1,78,1008.1,1,46
27.1,90.7,1010.4,1,28
27.5,67.9,1012.6,1,33
28.9,78.5,1010.2,1,15
28.5,73.8,1010.7,1,5
28.4,71,1010,1,32
28.1,70,1010.7,1,17
28.4,68.6,1010.2,1,53
27.9,79.5,1009.6,1,19
29.9,72.5,1008.4,1,28
29.3,74,1009.4,1,58
29.9,68.6,1009.6,1,57
26.7,85.4,1009.5,1,44
27,63.5,1012.2,1,13
28,70.5,1010.5,1,49
29.1,67.5,1009.9,1,42
29,70.8,1010.3,1,15
29.2,70.1,1008.2,1,31
27.3,65.9,1010.1,1,16
27,57.1,1012.5,1,49
26.8,71.9,1009,1,21
28.3,71.8,1009,1,14
28.8,64.8,1007.9,1,18
28.5,69.2,1010.8,1,14
29.6,74.9,1010.3,1,31
30.5,68.3,1009,1,47
30.8,65.3,1007.6,1,24
30.1,60,1009,1,15
30.1,63.8,1008.5,1,53
30.7,70.3,1007.6,1,24
31.2,64.3,1006.9,1,4
30.8,62.3,1009.2,1,11
30.8,66.9,1008.8,1,58
30.6,65.5,1009,1,48
31.3,63,1009.7,1,11
30.6,68.5,1010.4,1,7
30.2,77.6,1007.9,1,19
30.6,68.3,1008.5,1,51
31,69.2,1008,1,46
31,68.3,1007.1,1,32
30.4,60.6,1005.3,1,25
31.5,63.5,1005.4,1,9
31,67.1,1007.5,1,32
30.6,71,1007,1,34
32,65.9,1007.1,1,34
32,62.9,1007.4,1,25
31.8,67.7,1006,1,26
29.5,77.5,1006.6,1,1
30.5,78.3,1006.7,1,44
27.7,94.6,1002.4,1,49
25.7,100,1005,1,54
25.8,100,1006.5,1,48
28.5,90.6,1004.8,1,7
28.3,88.8,1006.3,1,46
29.8,82.4,1008.1,1,49
27.6,95.9,1008.2,1,3
28.9,87.3,1008.1,1,17
26.7,99.3,1007.9,1,55
27.9,86,1005.1,1,1
28,95.8,1006.5,1,31
28.6,93,1006.6,1,7
28.2,93.1,1004.2,1,56
27,98.5,1003.3,1,35
27.3,98,1003.6,1,47
27.2,93.8,1004.1,1,2
26.8,99.8,1003.5,1,55
25.3,100,1001.6,1,22
26.6,99.6,1004.1,1,24
25.8,100,1004.5,1,45
26.9,99,1006.6,1,51
26.1,99.8,1005.3,1,43
27.5,97.5,1005.1,1,39
28.4,94.3,1005.3,1,14
27.7,83.8,1005,1,53
27.8,93.3,1004.2,1,47
27.9,91.5,1003,1,31
27.4,97.9,1005.8,1,38
26.8,99.8,1002.4,1,1
27.5,94,1004.3,1,16
27.3,97.1,1002.6,1,43
27,97.3,1005.8,1,16
28.2,94.2,1003.9,1,53
27.7,89.6,1006.1,1,4
28.6,91,1005.3,1,43
27.8,77,1008.5,1,28
27.5,96.7,1008.6,1,3
26.9,93.1,1005.4,1,41
27.2,96.5,1006,1,7
26.4,97.4,1005,1,17
28.8,94,1008.3,1,24
27.8,95,1007.4,1,33
27.9,99.3,999.5,1,52
27.8,93.3,1005.4,1,34
29,79,1008.6,1,4
26.3,85.4,1008.9,1,6
29.2,78.6,1008.8,1,58
29.1,86.1,1003.8,1,50
28.8,94,1004.4,1,46
28.7,91.8,1005.8,1,34
26.9,95.3,1007.2,1,30
28.2,81.2,1008.4,1,1
29.3,81.9,1009,1,45
29.6,73.8,1008,1,12
30,75.4,1009.7,1,28
29.2,84.9,1009.8,1,40
28.6,85.3,1009,1,33
29.5,69.8,1009.9,1,3
28.5,82.6,1010,1,14
27.7,68.9,1010.3,1,7
29.3,70.3,1010,1,38
28.6,76.1,1006.8,1,8
26.4,94.3,1000.3,1,22
30,71.8,1010,1,27
29.9,68.8,1009.5,1,35
29.4,70,1009.6,1,43
27.5,79.7,1009.6,1,36
28.5,69.3,1009.9,1,51
28.7,73.5,1007.3,1,23
28.9,68.5,1010.3,1,13
28.1,72.1,1011,1,37
28.4,65.7,1009.8,1,21
28.3,80.9,1010.2,1,36
27.8,76.6,1011.1,1,30
27,69.8,969.6,1,10
27.9,71.1,1012.4,1,50
28.1,70.2,1010.3,1,31
28.1,81.4,1010,1,7
28.8,69.8,1009.7,1,17
28.3,70.3,1010.4,1,51
28.5,76.8,1010.2,1,17
25.7,94.3,1012.3,1,25
27.5,79.2,1011.9,1,52
27.5,72.6,1012.2,1,36
27.3,81,1009,1,32
25.2,92.8,1008,1,35
25.8,86.7,1006.9,1,3
24.8,85.4,1010.5,1,1
27.6,68.3,1015.2,1,37
27.4,69.2,1013.8,1,52
27.5,65.4,1013,1,45
27.8,69.5,1012.2,1,7
26.2,68.4,1010.7,1,43
27.4,63.2,1010.5,1,18
27,65,1011.5,1,29
27.6,66.8,1010.3,1,42
27.5,67.5,1009.2,1,24
27,71.7,1012,1,27
25.5,66.1,1014.2,1,44
25.3,67.3,1014.3,1,22
25.8,69.5,1014,1,28
26.5,70,1013.6,1,15
26.6,67.2,1012.3,1,43
27,66.1,1011.6,1,21
27,73,1014.4,1,12
27.3,63.3,1016.2,1,25
26.8,61.5,1014.9,1,48
26.9,66.5,1012.5,1,31
27.1,63.7,1052.5,1,55
27.1,64,1013.1,1,20
26.8,64.3,1010.5,1,16
26.7,67.2,1011.2,1,42
27.3,64,1011.2,1,41
27.3,65.9,1009,1,11
28.1,65.4,1010.3,1,56
28.4,63,1011.2,1,25
27.5,66.2,1010.5,1,24
28.8,67.3,1010.5,1,3
28.6,64.7,1011.9,1,24
28.4,64,1011.9,1,38
28.9,60.1,1010.6,1,18
29,62.5,1009.9,1,23
28.6,58,1010.7,1,20
28.9,56.8,1012.4,1,9
29.5,64.2,1008.7,1,2
29.1,59.3,1010.8,1,13
29.3,60,1011.1,1,17
30.3,62.2,1010.3,1,6
30.3,65.9,1009.8,1,13
30.1,67.7,1008.9,1,23
30.7,70.2,1008.7,1,44
31.2,60.2,1009.4,1,18
31.1,60,1008.8,1,36
30.6,57,1008,1,29
30.4,61.2,1007.5,1,30
30.2,60.5,1009,1,12
30.7,60.9,1008.2,1,22
30.4,72.6,1009,1,32
30.5,72,1007.3,1,16
28.7,79.5,1005.4,1,22
29.5,75.1,1007,1,9
29.1,78.4,1008.1,1,6
31,70.5,1007.8,1,42
30.2,74.6,1006.8,1,21
31,74.5,1007.5,1,57
30.2,74.4,1007,1,19
30.5,72.3,1007.6,1,34
29.1,77.8,1007.8,1,46
30,71,1007.7,1,18
31.8,64.3,1007.2,1,33
30.6,61.2,964.8,1,54
32,65.3,1006.6,1,50
31.3,68.8,1008.5,1,35
31.2,70.4,1006.9,1,23
30.7,73,1006.2,1,53
29.8,76.8,1006,1,4
30.3,74.5,1006.3,1,58
31.7,68.8,1007.9,1,18
31.3,71.3,1006.6,1,56
30.8,74.4,1006,1,43
28.9,81.3,1007.2,1,36
27.9,81.6,1004.6,1,10
28.5,80.6,1003.3,1,6
28,81.3,1006.9,1,57
30.3,72.1,1007.6,1,40
29.4,77,1007.6,1,7
29.9,74.5,1008.4,1,9
30.2,72.2,1009,1,19
28.7,79.3,1005.4,1,20
27.2,86.8,1002.9,1,53
29.1,77.8,1005.3,1,47
28,76.7,1006.5,1,6
28.5,83.5,1005.9,1,26
28.9,75.3,1007.3,1,19
27.1,85.7,1006,1,53
27.3,82.8,1005.9,1,3
25.7,96.8,1005,1,41
26.9,87.4,1000.9,1,1
26.8,85.6,1000,1,29
26.8,94,1001.5,1,29
29,76.3,1005.3,1,46
28.9,80.7,1005.6,1,51
29.3,78.5,1007.8,1,52
29.5,81.1,1007.7,1,56
29.6,80.6,1005.4,1,12
27,84.6,1004.8,1,45
26.4,90,1007,1,43
26.8,86.7,1002.9,1,39
27.3,85.7,1007.4,1,54
27,85.8,1005,1,40
26.4,86,1006.5,1,43
29.8,72.9,1005.3,1,43
27,81.2,972.2,1,56
26.5,85.2,1008.1,1,30
27.6,83.5,1003.2,1,44
26.7,87.9,1005.6,1,8
26.9,86.2,1004.5,1,21
26.5,87.3,1005.5,1,58
27.9,82.4,1009.5,1,10
29.1,76.8,1010.3,1,15
29.4,78.6,1009.3,1,47
29,82,1006.9,1,8
29,80.4,1009.1,1,9
27.7,77.7,1008.2,1,22
29.3,74.3,1008.4,1,23
27.9,64.8,1008.3,1,40
28.6,76.7,1007.4,1,55
29.1,68,1008.2,1,13
28.9,66.5,1009.7,1,13
29.6,71.3,1008.8,1,55
29.3,73,1009.1,1,45
29.8,66.9,1006.3,1,14
29.9,66.9,1009.3,1,34
29.9,66.9,1009.3,1,34
29.4,67.8,1007.3,1,6
27.7,73,1007.2,1,2
26.9,88.8,1006.4,1,10
29.1,76.4,1006.3,1,37
29.1,76.5,1003.8,1,11
28.4,77.7,1005.4,1,54
28.2,78.4,1008.4,1,22
27.7,78.2,1008.9,1,11
28.1,78.4,1006.7,1,56
28.2,83,1007.3,1,15
29.3,73.8,1006,1,15
27.5,81,1009.6,1,1
28.4,77.8,1009.6,1,41
28.4,71.6,1009.4,1,58
28.1,68.3,1010,1,19
27.8,62.4,1008.1,1,55
25.7,80.3,1001.9,1,39
27.8,81.6,1008.3,1,11
27.8,67.8,1010.7,1,45
27.1,72.2,1009.8,1,34
28,73.1,1011.8,1,8
28.8,72.5,1011.1,1,1
28.7,67.5,1011,1,54
28.4,71.2,1010.1,1,41
28.4,68.2,1009.2,1,55
27.9,65.8,1009.8,1,36
28.5,74.6,1008.5,1,8
28,70.1,1011.5,1,27
27.7,70.9,1013.7,1,28
27.7,61.2,1012.9,1,50
27.4,69.5,1011.7,1,24
27.5,70.7,1011.2,1,54
27,73.6,1008.6,1,22
27.3,74,965.5,1,43
27.1,75.3,1009.6,1,9
28.1,73.5,1010.4,1,14
27.4,73.5,1011.9,1,10
27.1,66.2,1015.2,1,27
26.3,81.3,1011.8,1,38
27.5,80.3,1008.5,1,1
27.6,73.1,1009.2,1,26
25.7,70.1,1010.9,1,55
24.9,70,1013.2,1,2
25.5,65.8,1011.6,1,22
26.7,83.1,1010.7,1,22
27,70.6,1012.2,1,14
26.4,63.4,1014.6,1,38
27.6,67.9,1010.4,1,41
28,65.9,1011.3,1,55
27.5,65.8,1012.6,1,47
27.5,56.1,1014.7,1,41
27.8,63.8,1013.2,1,17
27.9,67.3,1010.7,1,46
27.8,62.1,1010,1,46
28.2,65.3,1009.2,1,40
28,66.2,1010.2,1,47
28.8,65.2,1009.1,1,26
29.9,70.7,1007.6,1,9
29.4,77.4,1008.3,1,57
29.7,61.5,1011.8,1,45
29,67.2,1010,1,52
27.9,67.4,1011.7,1,43
29.7,65,1009.9,1,36
30.3,61.9,1009.7,1,44
29.4,63.7,1008.5,1,23
29.8,64.8,1009.2,1,39
30.2,63.3,1007.8,1,49
27.3,83.8,1004.5,1,50
26.5,85.1,1003.7,1,13
28.4,78,1008.5,1,6
27.6,81.5,964.7,1,1
27.4,86.1,1005.4,1,22
28.6,82.6,1004.3,1,8
27.4,86.8,1006.9,1,28
29.4,78,1007.5,1,15
29.7,76.7,1006,1,2
29.5,78.5,962.3,1,14
29.4,73,1002.6,1,2
28.6,77.5,1004.6,1,49
30.3,71.5,962.1,1,26
30.2,76,1003.6,1,18
30.5,72.5,1007.8,1,25
29.1,79,1005.3,1,20
29.9,74,1006.3,1,18
28,84.3,1003.6,1,21
28.7,78.1,1008.1,1,50
29.1,78.1,1006.3,1,36
29.5,76,1005.3,1,22
27.9,86.8,1004.3,1,40
30.2,74.2,1006.4,1,52
27.5,77.3,1046.6,1,39
28.7,81.3,1005.2,1,1
29.4,80.3,1003.3,1,51
30,73,1004.5,1,20
27.8,84.4,1005.1,1,42
26.8,88.4,1003.3,1,54
28.4,83,1005.3,1,38
29.2,77.5,1005,1,36
27.4,86.5,1006,1,33
26.9,89.4,1001.3,1,7
28.2,82.3,1004.3,1,37
27,89.5,1004.2,1,1
28.4,77.1,1004.7,1,52
29.7,77,1007,1,1
24.9,85,1000.8,1,9
28.5,82,1007,1,42
27.7,72.9,1008.7,1,48
25.6,88.1,1004.5,1,36
27.2,87.9,1007.2,1,13
27.9,75.3,1006.3,1,2
28.3,79.7,1009.1,1,39
28.5,78.9,1007.4,1,4
29.1,74.9,1006.7,1,11
28.4,67.3,1008.8,1,53
28.5,62.6,1008.6,1,25
27,86.2,1007.7,1,30
26.5,87.1,1008.1,1,50
26.9,59.8,1007.5,1,49
27.4,81.6,1005,1,2
28.4,81.2,1006.9,1,19
28.3,81.5,1008,1,20
28.6,79.6,1007.2,1,18
28.7,77.8,1006.5,1,55
28.4,74.8,1008.6,1,33
26.7,84.1,1007.3,1,8
26.9,84.8,1006.9,1,34
27.8,78.3,1007,1,9
24.9,94.4,1005.9,1,21
28.4,80,1005.5,1,19
25.5,86.6,1009,1,29
27,81,1008.6,1,28
27.1,76.2,1007,1,52
26.3,65,1009,1,22
26.3,62.6,1009,1,38
27.3,75.2,1006.3,1,7
26,67.3,1007,1,39
26.4,79.3,1006.8,1,20
27.8,78.6,1006,1,19
28.2,79.1,1008,1,57
26,77.9,969,1,2
26.5,63.1,1009.7,1,34
24.2,64.2,1011.8,1,11
26.7,69.5,1010.6,1,37
27.8,68.1,1009.8,1,26
28,72.4,1008.8,1,11
24.9,77.2,1007.5,1,43
27.7,79,1006.7,1,24
26.8,79.2,1008.2,1,53
27.4,68.5,1008.8,1,4
24.6,57.8,1012.1,1,52
25.1,69,1009.9,1,47
27.6,79.6,1005.7,1,54
28.8,67.8,1005.1,1,49
29.1,70.5,1008.5,1,57
28.6,73.7,1010.2,1,57
28.9,66.4,1011.3,1,56
28.6,63.3,1010.6,1,49
28,67.3,1011.2,1,19
26.3,68.6,1009.5,1,49
27.5,73.2,1007,1,37
28.5,79,1006.8,1,6
29.8,70.4,1005.8,1,45
29.9,67.9,1005.8,1,26
29.3,61.8,1009.5,1,16
29.7,64.6,1007.5,1,1
30.1,65.9,1005.8,1,24
30.4,62.5,1004,1,37
29.7,65.8,1008.7,1,53
29,65.3,1044.8,1,32
29.4,60.8,1010.5,1,10
29.3,71.2,1008,1,19
30.2,65.8,1007.2,1,10
29.5,68.6,1004.9,1,14
28.9,73.4,1002.7,1,45
29.7,71.3,1003.7,1,12
29.3,70.8,1006.5,1,24
28.5,68.4,1009.1,1,37
30.3,73.6,1007.8,1,6
30.5,63.6,1008.9,1,43
30.9,65.3,1007.4,1,14
30.8,66,1007.6,1,44
31.5,65.9,1005.8,1,29
31.3,69,1006.3,1,40
31.3,61,1006.2,1,28
31.5,65.1,1006.5,1,40
31,69.1,1006.7,1,18
29.6,68.9,964.8,1,10
31.4,68.4,1005.9,1,5
31.7,65.1,1007,1,42
32.3,65.2,1007.4,1,40
31.3,73.4,1004.5,1,19
32.1,67.7,1003.8,1,18
29.3,79.2,1005.8,1,25
30.1,74.4,1005.5,1,1
28.3,82.3,1006.6,1,12
28.3,84.5,1004.7,1,56
29,74.5,1007.8,1,46
29.6,76.6,1005.9,1,3
30.5,74.5,1007.3,1,37
29.5,78.4,1005,1,1
28.5,77.5,1007.1,1,5
28.8,80.6,1007.2,1,10
30.2,75.6,1007.5,1,35
29.1,78.3,1006.5,1,47
29.6,72.2,1006.1,1,25
28,84.3,1002.1,1,55
28.1,83.6,1005.6,1,42
30,72.2,1005.9,1,12
29.8,75.2,1006.9,1,53
29.7,74,1005.5,1,42
27.3,78.6,1005,1,58
28.7,78.8,1002,1,39
27.4,88.7,1003.6,1,58
25.3,88.5,999.7,1,5
26.8,90.9,1003.3,1,15
28.7,84.3,999.8,1,53
29.2,82.1,1004.7,1,26
29.8,76.9,1002.8,1,7
28.5,74.8,1003,1,54
29.6,79.8,1004.9,1,53
29.8,78.8,1007,1,45
28,83.3,1006.3,1,25
30,72.3,1006.8,1,4
27.2,84,1008.3,1,3
29.7,74.9,1007.3,1,9
28.5,81.5,1006.3,1,29
28.3,82.5,1006,1,17
26.9,85.3,1006.9,1,39
28.5,78,1006.4,1,19
28.7,79.5,1005.8,1,48
29.2,77,1006.9,1,3
28.4,77.4,1005.3,1,58
29.1,78.7,1006.1,1,35
27.4,87.2,1005,1,54
26.9,88,1004.7,1,31
27.4,86,1004,1,42
29.3,77.9,1008.8,1,54
28.3,80,1005.3,1,51
27.5,85.2,1007.3,1,32
29.5,77.6,1005.4,1,35
29.9,69.3,1007.5,1,4
29.8,77,1004.9,1,16
29.5,79.5,1004.3,1,21
29.2,81.8,1006,1,18
